"Baja" "edatcat" "sexo" "antig" "Nomina" "Pension" "Debito_normal" "Debito_aff" "VISA" "VISA_aff" "MCard" "Amex" "Total_activo" "Total_Plazo" "Total_Inversion" "Total_Seguros" "Total_Vista" "dif_resid" "oper_caj_Libreta" "oper_ven_Libreta" "dif_CC" "dif_Libreta" "dif_Plazo" "dif_Ahorro" "dif_Largo_plazo" "dif_Fondos_inv" "dif_Seguros" "dif_Planes_pension" "dif_Hipoteca" "dif_Prest_personales"
"Baja NO" "edatcat 56-65" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 113 "cambio resid. NO" 0 0 102.88 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1539 "cambio resid. NO" 130.5 -3.87 0 297.59 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 88 0 0 0 37 "cambio resid. NO" -91 165.25 0 36.7 0 0 0 0 0 0 0 88
"Baja NO" "edatcat 26-35" "No informado" 12 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 12 "cambio resid. NO" 0 0 0 12 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 9 "cambio resid. NO" 37 -155.5 0 -4 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 16-17" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 59 147 "cambio resid. NO" -268 -145.25 0 69.91 0 0 0 0 -74.87 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 10 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 1580 0 11642 0 98 "cambio resid. NO" -550.75 -719.28 0 -163.53 0 0 0 11642 0 0 1580 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 155 "cambio resid. NO" 82.5 380.25 0 145.12 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 247 0 0 0 83 "cambio resid. NO" 0 25 0 -8.94 0 0 0 0 0 0 247 0
"Baja NO" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 8000 0 0 61 "cambio resid. NO" 0 16.75 0 60.94 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 20 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 51 0 0 0 87 "cambio resid. NO" -146 57.5 0 20.04 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 14 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 527 0 0 0 274 "cambio resid. NO" 0 115 0 274 0 0 0 0 0 0 0 256
"Baja NO" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 125 "cambio resid. NO" 0 0 0 -94.57 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 304 "cambio resid. NO" 167.5 187.5 0 294.46 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 23 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 43 "cambio resid. NO" 0 0 41.17 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 225 "cambio resid. NO" 3 120.5 0 224.69 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 8 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 203 "cambio resid. NO" 0 0 0 163.22 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 69 "cambio resid. NO" 0 250 0 -133 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 66 0 0 0 11 "cambio resid. NO" 0 -123.75 0 -10.51 0 0 0 0 0 0 0 66
"Baja NO" "edatcat 46-55" "HOMBRE" 12 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1519 0 0 49 "cambio resid. NO" 0 0 0 -1360.68 0 0 1319 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 14 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 69 "cambio resid. NO" -78.25 8.75 0 51.95 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1112 "cambio resid. NO" 85 65 706.43 393.48 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 32772 0 0 0 44 "cambio resid. NO" 196.5 0 44.02 0 0 0 0 0 0 0 32772 0
"Baja NO" "edatcat 46-55" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 450 0 0 0 138 "cambio resid. NO" 1.5 0 129.17 0 0 0 0 0 0 0 0 450
"Baja NO" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 6486 0 0 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 947 0
"Baja NO" "edatcat 66.." "No informado" 27 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 5000 0 0 1102 "cambio resid. NO" -24.5 -6378.26 0 140.86 5000 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 273 0 0 0 3 "cambio resid. NO" 0 59 0 3.02 0 0 0 0 0 0 0 47
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 11 "cambio resid. NO" -3.5 0 0 5 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 14 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 7000 0 0 707 "cambio resid. NO" 0 423.13 0 706 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 105 0 0 14 "cambio resid. NO" 0 0 0 1 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 11289 0 0 0 393 "cambio resid. NO" 373 167.5 6 45 0 0 0 0 0 0 10307 982
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 2745 "cambio resid. NO" 0 -281.25 0 2311.69 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 0 0 0 0 162 "cambio resid. NO" 0.4 0 -129.49 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 13 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 11289 0 0 0 444 "cambio resid. NO" 543.5 197.5 0 100 0 0 0 0 0 0 10307 982
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard SI" "Amex NO" 101 0 0 0 36 "cambio resid. NO" -307.74 0 24 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 626 "cambio resid. NO" 0 250 0 521.66 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 17 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 245 "cambio resid. NO" 59.75 -428.75 0 216 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3500 0 0 917 "cambio resid. NO" 0 81.25 0 301.32 2100 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 1900 0 0 175 "cambio resid. NO" 0 59 0 108 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 1279 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6000 0 0 437 "cambio resid. NO" -218 0 0 375.29 6000 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 11 "Nomina SI" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 941 "cambio resid. NO" 139.75 5 0 940.06 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 16-17" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 103 10 "cambio resid. NO" 0 0 0 6.26 0 0 0 0 -3.38 0 0 0
"Baja NO" "edatcat 66.." "No informado" 99 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 136 "cambio resid. NO" 0 0 0 2.44 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 17 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 5 0 0 0 17 "cambio resid. NO" -169 -44 0 -15.73 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 325 0 5 "cambio resid. NO" 0 0 0 -75.66 0 0 0 325 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 232 "cambio resid. NO" 6 263.75 0 201 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 142 "cambio resid. NO" 0 0 0 2 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 15 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 484 "cambio resid. NO" 0 -27.5 2.09 217.31 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 23 "cambio resid. NO" 102.75 11.25 0 14.38 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 17 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 2755 0 0 0 119 "cambio resid. NO" 0 71.25 0 73.91 0 0 0 0 0 0 122 0
"Baja NO" "edatcat 46-55" "HOMBRE" 25 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 69 0 0 0 27 "cambio resid. NO" 24.5 0 0 27 0 0 0 0 0 0 0 69
"Baja NO" "edatcat 18-25" "No informado" 8 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 681 0 706 "cambio resid. NO" 70 131.25 0 678.82 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 1996 0 9 "cambio resid. NO" 0 1.25 0 4 0 0 0 1996 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 16 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 10000 0 0 408 "cambio resid. NO" 0 -7.5 0 272.72 7000 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 1833 0 0 175 29 "cambio resid. NO" 0 0 0 29.31 0 0 0 0 175 0 0 0
"Baja NO" "edatcat 36-45" "HOMBRE" 15 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1742 "cambio resid. NO" 87 22.5 0 1685.37 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 15 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 460 0 0 0 4 "cambio resid. NO" 6 0 0 4 0 0 0 0 0 0 0 177
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 96 0 0 0 2 "cambio resid. NO" 0 0 0 1.55 0 0 0 0 0 0 0 96
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 263 "cambio resid. NO" 0 0 0 0.27 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 220 0 0 0 "cambio resid. NO" 0 0 0 0 0 -1477.34 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 10 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 104 0 0 0 82 "cambio resid. NO" -70.25 -158 0 10.94 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6240 0 0 21 "cambio resid. NO" 0 -89.87 0 8.69 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 13 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6240 0 0 21 "cambio resid. NO" 0 67.13 0 12.6 6240 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "No informado" 18 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 10348 0 0 0 13 "cambio resid. NO" 0 0 13.12 0 0 0 0 0 0 0 10000 221
"Baja NO" "edatcat 66.." "No informado" 19 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 248 "cambio resid. NO" 0 335 0 232.04 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 4885 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 -18.72 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 226 "cambio resid. NO" 129 42.5 109.94 0 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3000 0 0 616 "cambio resid. NO" 0 0 0 624.51 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 18 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 4000 0 0 65 "cambio resid. NO" 0 167.5 0 -41.84 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 3000 0 0 254 "cambio resid. NO" -158.5 107 0 -11.29 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 697 "cambio resid. NO" 0 -59.13 0 122.24 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 20 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 697 "cambio resid. NO" 0 -14.13 0 706.14 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 67 0 0 5 32 "cambio resid. NO" 0 5 0 30 0 0 0 0 -20 0 0 0
"Baja NO" "edatcat 56-65" "HOMBRE" 12 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 6470 0 0 194 "cambio resid. NO" 0 -334.5 0 193.84 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 191 "cambio resid. NO" 0 68.25 0 145 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 1536 "cambio resid. NO" 0 -237.5 0 -246.67 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 159 "cambio resid. NO" 348 147.38 0 157.24 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "No informado" 19 "Nomina SI" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 159 "cambio resid. NO" 348 146 0 161.64 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 203 "cambio resid. NO" 234.25 0 0 119.47 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 16-17" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 376 "cambio resid. NO" 0 0 0 372.82 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 126 "cambio resid. NO" 0 0 0 -71.21 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "HOMBRE" 19 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 79 "cambio resid. NO" 0 0 0 -1841 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 18-25" "No informado" 21 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 85 "cambio resid. NO" 11 0 0 85.62 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 56-65" "No informado" 11 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 2259 0 0 "cambio resid. NO" 0 0 0 0 0 0 0 -8.92 0 0 0 0
"Baja NO" "edatcat 66.." "No informado" 14 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 74 "cambio resid. NO" 0 5 0 62.48 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 11 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard SI" "Amex NO" 0 0 0 0 1004 "cambio resid. NO" 6 25 0 1002.36 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 12 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 4 "cambio resid. NO" -77 -44.77 0 -37 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 286 "cambio resid. NO" -189.75 -348.5 0 173.32 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 17 "Nomina NO" "Pension SI" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2003 0 0 7 "cambio resid. NO" 0 0 0 7 0 0 3 0 0 0 0 0
"Baja NO" "edatcat 26-35" "No informado" 11 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 0 75 "cambio resid. NO" -35.5 6.25 0 11 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 26-35" "HOMBRE" 9 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 304 0 0 55 "cambio resid. NO" 0 74.69 0 55 0 70.74 0 0 0 0 0 0
"Baja NO" "edatcat 36-45" "No informado" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 0 0 400 25 "cambio resid. NO" -9.75 -37.37 0 22.61 0 0 0 0 -27.07 0 0 0
"Baja NO" "edatcat 46-55" "HOMBRE" 15 "Nomina NO" "Pension NO" "Debito normal SI" "Debito aff. NO" "VISA SI" "VISA aff. NO" "MCard NO" "Amex NO" 14646 0 0 0 1884 "cambio resid. NO" 129.42 0 1885.5 0 0 0 0 0 0 0 14646 0
"Baja NO" "edatcat 46-55" "No informado" 19 "Nomina SI" "Pension NO" "Debito normal NO" "Debito aff. SI" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 300 625 0 518 "cambio resid. NO" 59.35 206.82 64.57 445.32 0 0 300 520 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 9 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2350 0 0 22 "cambio resid. NO" 0 0 0 -27.68 0 0 0 0 0 0 0 0
"Baja NO" "edatcat 66.." "HOMBRE" 21 "Nomina NO" "Pension NO" "Debito normal NO" "Debito aff. NO" "VISA NO" "VISA aff. NO" "MCard NO" "Amex NO" 0 2000 0 0 2 "cambio resid. NO" 0 -246.54 0 -78 350 0 0 0 0 0 0 0
